33969,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","CHERRAAN S COLLEGE OF PHARMACY, COIMBATORE (Id: C-45531)",Affiliated College,Tamil Nadu,Coimbatore
33970,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","CHERRAAN S COLLEGE OF PHYSIOTHERAPY, COIMBATORE (Id: C-45527)",Affiliated College,Tamil Nadu,Coimbatore
33978,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","COIMBATORE MEDICAL COLLEGE, COIMBATORE (Id: C-45513)",Affiliated College,Tamil Nadu,Coimbatore
33985,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","COLLEGE OF NURSING, SRI RAMAKRISHNA INSTITUTE OF PARAMEDICAL SCIENCES, COIMBATORE (Id: C-45516)",Affiliated College,Tamil Nadu,Coimbatore
33991,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","COLLEGE OF PHARMACY, SRI RAMAKRISHNA INSTITUTE OF PARAMEDICAL SCIENCES, COIMBATORE (Id: C-45517)",Affiliated College,Tamil Nadu,Coimbatore
33994,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","COLLEGE OF PHYSIOTHERAPY, SRI RAMAKRISHNA INSTITUTE OF PARAMEDICAL SCIENCES, COIMBATORE (Id: C-45518)",Affiliated College,Tamil Nadu,Coimbatore
34019,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","ELLEN COLLEGE OF NURSING, COIMBATORE (Id: C-45545)",Affiliated College,Tamil Nadu,Coimbatore
34025,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","GANGA COLLEGE OF NURSING, COIMBATORE (Id: C-45554)",Affiliated College,Tamil Nadu,Coimbatore
34026,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","GANGA MEDICAL CENTRE AND HOSPITAL PVT. LTD., COIMBATORE (Id: C-45562)",Affiliated College,Tamil Nadu,Coimbatore
34027,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","GEM HOSPITAL AND RESEARCH CENTRE PVT. LTD., COIMBATORE (Id: C-45564)",Affiliated College,Tamil Nadu,Coimbatore
34028,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","GEM INSTITUTE OF NURSING EDUCATION AND RESEARCH, COIMBATORE (Id: C-45553)",Affiliated College,Tamil Nadu,Coimbatore
